"21","Piraci z Karaibów: Klątwa Czarnej Perły","Pirates of the Caribbean: The Curse of the Black Pearl","2003","7.7","movie","https://fwcdn.pl/fpo/73/09/37309/7515192.6.jpg"
"22","Pianista","The Pianist","2002","8.3","movie","https://fwcdn.pl/fpo/22/25/32225/7519150.6.jpg"
"23","Kac Vegas","The Hangover","2009","7.3","movie","https://fwcdn.pl/fpo/72/11/487211/7258810.6.jpg"
"24","Władca Pierścieni: Drużyna Pierścienia","The Lord of the Rings: The Fellowship of the Ring","2001","8.0","movie","https://fwcdn.pl/fpo/10/65/1065/7912491.6.jpg"
"25","Siedem dusz","Seven Pounds","2008","8.0","movie","https://fwcdn.pl/fpo/99/74/459974/7380825.6.jpg"
"26","Bękarty wojny","Inglourious Basterds","2009","8.0","movie","https://fwcdn.pl/fpo/77/47/137747/7276639.6.jpg"
"27","Slumdog. Milioner z ulicy","Slumdog Millionaire","2008","7.4","movie","https://fwcdn.pl/fpo/82/96/468296/7239889.6.jpg"
"28","Piękny umysł","A Beautiful Mind","2001","8.3","movie","https://fwcdn.pl/fpo/18/64/31864/7521208.6.jpg"
"29","Lista Schindlera","Schindler's List","1993","8.4","movie","https://fwcdn.pl/fpo/12/11/1211/7876866.6.jpg"
"30","Cast Away - poza światem","Cast Away","2000","7.5","movie","https://fwcdn.pl/fpo/14/70/1470/6917175.6.jpg"
"31","Seksmisja",,"1983","7.8","movie","https://fwcdn.pl/fpo/11/63/1163/7737422.6.jpg"
"32","American Beauty",,"1999","7.6","movie","https://fwcdn.pl/fpo/08/36/836/7531943.6.jpg"
"33","Dzień świra",,"2002","7.8","movie","https://fwcdn.pl/fpo/14/13/31413/6900422.6.jpg"
"34","Ciekawy przypadek Benjamina Buttona","The Curious Case of Benjamin Button","2008","7.7","movie","https://fwcdn.pl/fpo/33/83/123383/7232883.6.jpg"
"35","Lot nad kukułczym gniazdem","One Flew Over the Cuckoo's Nest","1975","8.5","movie","https://fwcdn.pl/fpo/10/19/1019/7386645.6.jpg"
"36","Efekt motyla","The Butterfly Effect","2004","7.8","movie","https://fwcdn.pl/fpo/02/52/40252/7535972.6.jpg"
"37","Kod da Vinci","The Da Vinci Code","2006","6.7","movie","https://fwcdn.pl/fpo/46/13/124613/7612385.6.jpg"
"38","Gran Torino",,"2008","8.2","movie","https://fwcdn.pl/fpo/65/80/476580/7239651.6.jpg"
"39","Lśnienie","The Shining","1980","7.8","movie","https://fwcdn.pl/fpo/10/20/1020/7183753.6.jpg"
"40","Django","Django Unchained","2012","8.3","movie","https://fwcdn.pl/fpo/05/41/620541/7504936.6.jpg"
"41","Mroczny Rycerz","The Dark Knight","2008","8.0","movie","https://fwcdn.pl/fpo/63/51/236351/7198307.6.jpg"
"42","Truman Show","The Truman Show","1998","7.4","movie","https://fwcdn.pl/fpo/01/89/189/7544755.6.jpg"
"43","Król Lew","The Lion King","1994","8.2","movie","https://fwcdn.pl/fpo/68/78/6878/6927221.6.jpg"
"44","Zapach kobiety","Scent of a Woman","1992","8.1","movie","https://fwcdn.pl/fpo/10/93/1093/7377615.6.jpg"
"45","Prestiż","The Prestige","2006","8.1","movie","https://fwcdn.pl/fpo/99/45/259945/7536864.6.jpg"
"46","Adwokat diabła","The Devil's Advocate","1997","7.9","movie","https://fwcdn.pl/fpo/00/02/2/6956729.6.jpg"
"47","Chłopiec w pasiastej piżamie","The Boy in the Striped Pyjamas","2008","8.1","movie","https://fwcdn.pl/fpo/01/36/420136/7347382.6.jpg"
"48","Wilk z Wall Street","The Wolf of Wall Street","2013","7.7","movie","https://fwcdn.pl/fpo/65/97/426597/7586610.6.jpg"
"49","Jestem legendą","I Am Legend","2007","7.5","movie","https://fwcdn.pl/fpo/78/01/217801/7182225.6.jpg"
"50","Władca Pierścieni: Powrót króla","The Lord of the Rings: The Return of the King","2003","8.4","movie","https://fwcdn.pl/fpo/18/41/11841/7494142.6.jpg"
"51","Więzień nienawiści","American History X","1998","8.2","movie","https://fwcdn.pl/fpo/06/33/30633/7237666.6.jpg"
"52","Sherlock Holmes",,"2009","7.7","movie","https://fwcdn.pl/fpo/60/62/426062/7423630.6.jpg"
"53","Edward Nożycoręki","Edward Scissorhands","1990","7.7","movie","https://fwcdn.pl/fpo/53/55/5355/7640252.6.jpg"
"54","Władca Pierścieni: Dwie wieże","The Lord of the Rings: The Two Towers","2002","8.3","movie","https://fwcdn.pl/fpo/14/51/31451/7877022.6.jpg"
"55","Infiltracja","The Departed","2006","8.0","movie","https://fwcdn.pl/fpo/60/05/136005/7518097.6.jpg"
"56","Interstellar",,"2014","7.9","movie","https://fwcdn.pl/fpo/56/29/375629/7670122.6.jpg"
"57","Co gryzie Gilberta Grape'a","What's Eating Gilbert Grape","1993","7.8","movie","https://fwcdn.pl/fpo/12/36/1236/7521200.6.jpg"
"58","Bruce Wszechmogący","Bruce Almighty","2003","6.9","movie","https://fwcdn.pl/fpo/78/89/37889/7529602.6.jpg"
"59","Stowarzyszenie Umarłych Poetów","Dead Poets Society","1989","7.8","movie","https://fwcdn.pl/fpo/12/62/1262/7332828.6.jpg"
"60","Życie jest piękne","La vita è bella","1997","8.4","movie","https://fwcdn.pl/fpo/02/08/208/7520031.6.jpg"
"61","Epoka lodowcowa","Ice Age","2002","7.6","movie","https://fwcdn.pl/fpo/20/14/32014/7048673.6.jpg"
"62","Braveheart - Waleczne Serce","Braveheart","1995","8.1","movie","https://fwcdn.pl/fpo/10/52/1052/7911791.6.jpg"
"63","Pamiętnik","The Notebook","2004","8.0","movie","https://fwcdn.pl/fpo/88/87/38887/7386912.6.jpg"
"64","Bogowie",,"2014","8.0","movie","https://fwcdn.pl/fpo/43/78/694378/7632114.6.jpg"
"65","Filadelfia","Philadelphia","1993","7.9","movie","https://fwcdn.pl/fpo/12/22/1222/7314861.6.jpg"
"66","Hooligans",,"2005","7.5","movie","https://fwcdn.pl/fpo/41/19/124119/7521205.6.jpg"
"67","Marzyciel","Finding Neverland","2004","7.6","movie","https://fwcdn.pl/fpo/85/90/98590/6986606.6.jpg"
"68","Czarny łabędź","Black Swan","2010","7.7","movie","https://fwcdn.pl/fpo/61/37/526137/7345525.6.jpg"
"69","Chłopcy z ferajny","Goodfellas","1990","8.3","movie","https://fwcdn.pl/fpo/10/33/1033/6941458.6.jpg"
"70","Sekretne okno","Secret Window","2004","7.1","movie","https://fwcdn.pl/fpo/85/86/98586/6906598.6.jpg"
"71","Hobbit: Niezwykła podróż","The Hobbit: An Unexpected Journey","2012","7.6","movie","https://fwcdn.pl/fpo/32/17/343217/7509680.6.jpg"
"72","Kiler",,"1997","7.7","movie","https://fwcdn.pl/fpo/05/29/529/6900785.6.jpg"
"73","Za wszelką cenę","Million Dollar Baby","2004","7.8","movie","https://fwcdn.pl/fpo/36/97/123697/7517900.6.jpg"
"74","Hannibal",,"2001","7.6","movie","https://fwcdn.pl/fpo/15/02/1502/7175043.6.jpg"
"75","Dziewczyna z tatuażem","The Girl with the Dragon Tattoo","2011","7.7","movie","https://fwcdn.pl/fpo/56/37/565637/7415108.6.jpg"
"76","Pan życia i śmierci","Lord of War","2005","7.6","movie","https://fwcdn.pl/fpo/15/32/111532/7521217.6.jpg"
"77","Mr. & Mrs. Smith",,"2005","6.7","movie","https://fwcdn.pl/fpo/89/31/108931/7705260.6.jpg"
"78","Buntownik z wyboru","Good Will Hunting","1997","8.1","movie","https://fwcdn.pl/fpo/00/21/21/6986021.6.jpg"
"79","Chłopaki nie płaczą",,"2000","7.8","movie","https://fwcdn.pl/fpo/08/43/843/6901032.6.jpg"
"80","Człowiek z blizną","Scarface","1983","8.3","movie","https://fwcdn.pl/fpo/48/33/4833/6935904.6.jpg"
"81","Whiplash",,"2014","8.1","movie","https://fwcdn.pl/fpo/88/47/698847/7655940.6.jpg"
"82","Pachnidło: Historia mordercy","Perfume: The Story of a Murderer","2006","7.4","movie","https://fwcdn.pl/fpo/84/42/118442/7529601.6.jpg"
"83","Mechaniczna pomarańcza","A Clockwork Orange","1971","7.9","movie","https://fwcdn.pl/fpo/12/75/1275/7183754.6.jpg"
"84","Iluzjonista","The Illusionist","2006","7.8","movie","https://fwcdn.pl/fpo/36/57/203657/7586361.6.jpg"
"85","K-PAX",,"2001","7.6","movie","https://fwcdn.pl/fpo/18/31/31831/6900454.6.jpg"
"86","300",,"2006","7.5","movie","https://fwcdn.pl/fpo/35/97/163597/7521197.6.jpg"
"87","Dwunastu gniewnych ludzi","12 Angry Men","1957","8.7","movie","https://fwcdn.pl/fpo/07/01/30701/7492190.6.jpg"
"88","Jak zostać królem","The King's Speech","2010","7.8","movie","https://fwcdn.pl/fpo/92/70/539270/7354200.6.jpg"
"89","V jak Vendetta","V for Vendetta","2005","7.4","movie","https://fwcdn.pl/fpo/00/40/180040/7538604.6.jpg"
"90","Zaginiona dziewczyna","Gone Girl","2014","7.8","movie","https://fwcdn.pl/fpo/54/09/695409/7641076.6.jpg"
"91","Piraci z Karaibów: Skrzynia umarlaka","Pirates of the Caribbean: Dead Man's Chest","2006","7.8","movie","https://fwcdn.pl/fpo/74/04/107404/7518098.6.jpg"
"92","Donnie Darko",,"2001","7.7","movie","https://fwcdn.pl/fpo/51/58/5158/7370965_1.6.jpg"
"93","Alicja w Krainie Czarów","Alice in Wonderland","2010","7.1","movie","https://fwcdn.pl/fpo/58/18/465818/7304109.6.jpg"
"94","Przerwana lekcja muzyki","Girl, Interrupted","1999","7.9","movie","https://fwcdn.pl/fpo/08/82/882/6924573.6.jpg"
"95","Harry Potter i Kamień Filozoficzny","Harry Potter and the Sorcerer's Stone","2001","7.5","movie","https://fwcdn.pl/fpo/05/71/30571/7529392.6.jpg"
"96","W pogoni za szczęściem","The Pursuit of Happyness","2006","8.1","movie","https://fwcdn.pl/fpo/00/46/240046/7131963.6.jpg"
"97","Jestem Bogiem","Limitless","2011","7.6","movie","https://fwcdn.pl/fpo/82/52/548252/7358317.6.jpg"
"98","Złap mnie, jeśli potrafisz","Catch Me If You Can","2002","7.9","movie","https://fwcdn.pl/fpo/23/62/32362/7519166.6.jpg"
"99","Taksówkarz","Taxi Driver","1976","7.9","movie","https://fwcdn.pl/fpo/10/46/1046/7463505.6.jpg"
"100","Krwawy diament","Blood Diamond","2006","7.5","movie","https://fwcdn.pl/fpo/00/92/200092/7533457.6.jpg"
"101","Diabeł ubiera się u Prady","The Devil Wears Prada","2006","6.9","movie","https://fwcdn.pl/fpo/02/72/250272/7514704.6.jpg"
"102","Kill Bill","Kill Bill: Vol. 1","2003","7.4","movie","https://fwcdn.pl/fpo/32/00/33200/6900531.6.jpg"
"103","Wywiad z wampirem","Interview with the Vampire: The Vampire Chronicles","1994","7.7","movie","https://fwcdn.pl/fpo/10/02/1002/7314657.6.jpg"
"104","Kevin sam w domu","Home Alone","1990","7.1","movie","https://fwcdn.pl/fpo/67/21/6721/7595394.6.jpg"
"105","Służące","The Help","2011","8.1","movie","https://fwcdn.pl/fpo/71/27/567127/7435839.6.jpg"
"106","Ojciec chrzestny II","The Godfather: Part II","1974","8.5","movie","https://fwcdn.pl/fpo/10/90/1090/7196616.6.jpg"
"107","Uprowadzona","Taken","2008","7.7","movie","https://fwcdn.pl/fpo/10/89/401089/7199773.6.jpg"
"108","Harry Potter i więzień Azkabanu","Harry Potter and the Prisoner of Azkaban","2004","7.7","movie","https://fwcdn.pl/fpo/42/82/34282/7566198.6.jpg"
"109","Deadpool",,"2016","7.6","movie","https://fwcdn.pl/fpo/46/75/514675/7716978.6.jpg"
"110","Harry Potter i Czara Ognia","Harry Potter and the Goblet of Fire","2005","7.6","movie","https://fwcdn.pl/fpo/57/46/95746/7537945.6.jpg"
"111","Piraci z Karaibów: Na krańcu świata","Pirates of the Caribbean: At World's End","2007","7.7","movie","https://fwcdn.pl/fpo/17/60/121760/7154556.6.jpg"
"112","Zjawa","The Revenant","2015","7.2","movie","https://fwcdn.pl/fpo/65/83/586583/7722530.6.jpg"
"113","Iluzja","Now You See Me","2013","7.4","movie","https://fwcdn.pl/fpo/37/61/623761/7545892.6.jpg"
"114","To nie jest kraj dla starych ludzi","No Country for Old Men","2007","7.6","movie","https://fwcdn.pl/fpo/92/89/259289/7184354.6.jpg"
"115","Helikopter w ogniu","Black Hawk Down","2001","7.8","movie","https://fwcdn.pl/fpo/14/19/31419/7517902.6.jpg"
"116","Miś",,"1980","7.8","movie","https://fwcdn.pl/fpo/08/96/896/7415091.6.jpg"
"117","Poradnik pozytywnego myślenia","Silver Linings Playbook","2012","7.2","movie","https://fwcdn.pl/fpo/68/03/506803/7516848.6.jpg"
"118","Madagaskar","Madagascar","2005","7.5","movie","https://fwcdn.pl/fpo/75/35/107535/7521192.6.jpg"
"119","Batman - Początek","Batman Begins","2005","7.6","movie","https://fwcdn.pl/fpo/63/76/106376/7115941.6.jpg"
"120","Iron Man",,"2008","7.6","movie","https://fwcdn.pl/fpo/25/41/122541/7885686.6.jpg"
"121","Igrzyska śmierci","The Hunger Games","2012","7.2","movie","https://fwcdn.pl/fpo/47/76/504776/7429593.6.jpg"
"122","Labirynt","Prisoners","2013","7.9","movie","https://fwcdn.pl/fpo/71/69/507169/7568460.6.jpg"
"123","1408",,"2007","6.8","movie","https://fwcdn.pl/fpo/86/87/208687/7177616.6.jpg"
"124","Choć goni nas czas","The Bucket List","2007","7.6","movie","https://fwcdn.pl/fpo/26/01/372601/7664468.6.jpg"
"125","Trainspotting",,"1996","7.8","movie","https://fwcdn.pl/fpo/09/89/989/7262129.6.jpg"
"126","Amelia","Le fabuleux destin d'Amélie Poulain","2001","7.6","movie","https://fwcdn.pl/fpo/14/16/31416/7515197.6.jpg"
"127","Przełęcz ocalonych","Hacksaw Ridge","2016","8.2","movie","https://fwcdn.pl/fpo/88/02/658802/7754988.6.jpg"
"128","American Pie",,"1999","6.5","movie","https://fwcdn.pl/fpo/08/76/876/7518969.6.jpg"
"129","Przekręt","Snatch.","2000","8.0","movie","https://fwcdn.pl/fpo/13/26/1326/7635628.6.jpg"
"130","Piąty element","The Fifth Element","1997","7.4","movie","https://fwcdn.pl/fpo/01/44/144/7003240.6.jpg"
"131","Blow",,"2001","7.8","movie","https://fwcdn.pl/fpo/42/58/4258/7175829.6.jpg"
"132","Grand Budapest Hotel","The Grand Budapest Hotel","2014","7.8","movie","https://fwcdn.pl/fpo/18/17/661817/7591501.6.jpg"
"133","Mroczny Rycerz powstaje","The Dark Knight Rises","2012","7.7","movie","https://fwcdn.pl/fpo/67/56/506756/7476576.6.jpg"
"134","Hobbit: Pustkowie Smauga","The Hobbit: The Desolation of Smaug","2013","7.6","movie","https://fwcdn.pl/fpo/98/67/469867/7585361.6.jpg"
"135","Sin City - Miasto grzechu","Sin City","2005","7.4","movie","https://fwcdn.pl/fpo/25/84/112584/7517873.6.jpg"
"136","Charlie i fabryka czekolady","Charlie and the Chocolate Factory","2005","7.1","movie","https://fwcdn.pl/fpo/45/41/104541/7107721.6.jpg"
"137","Teoria wszystkiego","The Theory of Everything","2014","7.6","movie","https://fwcdn.pl/fpo/18/62/691862/7667694.6.jpg"
"138","Symetria",,"2003","7.8","movie","https://fwcdn.pl/fpo/39/07/103907/6975987.6.jpg"
"139","Gra","The Game","1997","7.9","movie","https://fwcdn.pl/fpo/00/62/62/7521204.6.jpg"
"140","Harry Potter i Insygnia Śmierci: Część II","Harry Potter and the Deathly Hallows: Part 2","2011","7.7","movie","https://fwcdn.pl/fpo/60/21/476021/7383312.6.jpg"
"141","Pokój","Room","2015","7.9","movie","https://fwcdn.pl/fpo/15/41/731541/7708550.6.jpg"
"142","Avengers","The Avengers","2012","7.5","movie","https://fwcdn.pl/fpo/15/15/371515/7611932.6.jpg"
"143","Troja","Troy","2004","7.4","movie","https://fwcdn.pl/fpo/73/11/37311/6941476.6.jpg"
"144","Joe Black","Meet Joe Black","1998","7.7","movie","https://fwcdn.pl/fpo/00/74/74/7383021.6.jpg"
"145","Powrót do przyszłości","Back to the Future","1985","7.4","movie","https://fwcdn.pl/fpo/88/23/8823/7862830.6.jpg"
"146","Marsjanin","The Martian","2015","7.6","movie","https://fwcdn.pl/fpo/55/33/715533/7722529.6.jpg"
"147","Memento",,"2000","7.6","movie","https://fwcdn.pl/fpo/76/56/7656/7794416.6.jpg"
"148","Czas Apokalipsy","Apocalypse Now","1979","8.2","movie","https://fwcdn.pl/fpo/10/92/1092/7053688.6.jpg"
"149","Wielki Gatsby","The Great Gatsby","2013","7.3","movie","https://fwcdn.pl/fpo/69/34/506934/7537355.6.jpg"
"150","Labirynt fauna","El laberinto del fauno","2006","7.3","movie","https://fwcdn.pl/fpo/29/08/202908/7518070_1.6.jpg"
"151","Sherlock Holmes: Gra cieni","Sherlock Holmes: A Game of Shadows","2011","7.6","movie","https://fwcdn.pl/fpo/68/64/556864/7417108.6.jpg"
"152","Nienawistna ósemka","The Hateful Eight","2015","7.6","movie","https://fwcdn.pl/fpo/41/92/714192/7715662.6.jpg"
"153","Babel",,"2006","7.4","movie","https://fwcdn.pl/fpo/08/98/210898/7517640.6.jpg"
"154","Lektor","The Reader","2008","7.8","movie","https://fwcdn.pl/fpo/95/84/439584/7240104.6.jpg"
"155","Snajper","American Sniper","2014","7.6","movie","https://fwcdn.pl/fpo/60/40/656040/7666910.6.jpg"
"156","Sweeney Todd: Demoniczny golibroda z Fleet Street","Sweeney Todd: The Demon Barber of Fleet Street","2007","7.5","movie","https://fwcdn.pl/fpo/19/45/191945/7379045.6.jpg"
"157","Sala samobójców",,"2011","6.3","movie","https://fwcdn.pl/fpo/95/09/539509/7708808.6.jpg"
"158","Piraci z Karaibów: Na nieznanych wodach","Pirates of the Caribbean: On Stranger Tides","2011","7.4","movie","https://fwcdn.pl/fpo/11/18/491118/7372600.6.jpg"
"159","Czerwony smok","Red Dragon","2002","7.6","movie","https://fwcdn.pl/fpo/23/59/32359/7381659.6.jpg"
"160","Atlas chmur","Cloud Atlas","2012","7.1","movie","https://fwcdn.pl/fpo/08/01/580801/7492738.6.jpg"
"161","Park Jurajski","Jurassic Park","1993","7.0","movie","https://fwcdn.pl/fpo/12/12/1212/7532664.6.jpg"
"162","Gwiezdne wojny: Część IV - Nowa nadzieja","Star Wars","1977","7.9","movie","https://fwcdn.pl/fpo/07/59/759/7301614.6.jpg"
"163","Wściekłe psy","Reservoir Dogs","1992","8.0","movie","https://fwcdn.pl/fpo/18/43/11843/6916384.6.jpg"
"164","Miasto Boga","Cidade de Deus","2002","8.0","movie","https://fwcdn.pl/fpo/83/77/38377/6900691.6.jpg"
"165","American Gangster",,"2007","7.8","movie","https://fwcdn.pl/fpo/01/30/130130/7338427.6.jpg"
"166","Zmierzch","Twilight","2008","5.6","movie","https://fwcdn.pl/fpo/24/41/462441/7210352.6.jpg"
"167","Spider-Man",,"2002","6.7","movie","https://fwcdn.pl/fpo/96/95/9695/7518091.6.jpg"
"168","Igrzyska śmierci: W pierścieniu ognia","The Hunger Games: Catching Fire","2013","7.3","movie","https://fwcdn.pl/fpo/75/99/627599/7579426.6.jpg"
"169","Harry Potter i Insygnia Śmierci: Część I","Harry Potter and the Deathly Hallows: Part 1","2010","7.5","movie","https://fwcdn.pl/fpo/69/69/396969/7342708.6.jpg"
"170","Jeździec bez głowy","Sleepy Hollow","1999","7.4","movie","https://fwcdn.pl/fpo/08/44/844/7140615.6.jpg"
"171","Kac Vegas w Bangkoku","The Hangover Part II","2011","6.9","movie","https://fwcdn.pl/fpo/99/60/519960/7376616.6.jpg"
"172","WALL·E",,"2008","7.6","movie","https://fwcdn.pl/fpo/93/28/399328/7197316.6.jpg"
"173","Drive",,"2011","7.2","movie","https://fwcdn.pl/fpo/97/46/399746/7392537.6.jpg"
"174","To właśnie miłość","Love Actually","2003","7.6","movie","https://fwcdn.pl/fpo/93/90/99390/7537950.6.jpg"
"175","Mgła","The Mist","2007","5.8","movie","https://fwcdn.pl/fpo/87/25/238725/7182457.6.jpg"
"176","Obcy - 8. pasażer ""Nostromo""","Alien","1979","7.8","movie","https://fwcdn.pl/fpo/09/80/980/7518072.6.jpg"
"177","Jak wytresować smoka","How to Train Your Dragon","2010","7.9","movie","https://fwcdn.pl/fpo/10/14/331014/7318652.6.jpg"
"178","Gra tajemnic","The Imitation Game","2014","7.4","movie","https://fwcdn.pl/fpo/40/05/644005/7663425.6.jpg"
"179","Transformers",,"2007","7.3","movie","https://fwcdn.pl/fpo/12/20/181220/7168147.6.jpg"
"180","Skyfall",,"2012","7.4","movie","https://fwcdn.pl/fpo/12/44/451244/7494882.6.jpg"
"181","Birdman",,"2014","7.2","movie","https://fwcdn.pl/fpo/07/09/680709/7672894.6.jpg"
"182","Rzeka tajemnic","Mystic River","2003","7.7","movie","https://fwcdn.pl/fpo/71/12/97112/7527423.6.jpg"
"183","Miasto gniewu","Crash","2004","7.6","movie","https://fwcdn.pl/fpo/79/96/107996/7532123.6.jpg"
"184","Misery",,"1990","7.6","movie","https://fwcdn.pl/fpo/12/37/1237/7463412.6.jpg"
"185","Witaj w klubie","Dallas Buyers Club","2013","7.8","movie","https://fwcdn.pl/fpo/78/59/657859/7597314.6.jpg"
"186","Ostatni samuraj","The Last Samurai","2003","7.7","movie","https://fwcdn.pl/fpo/64/47/36447/6929704.6.jpg"
"187","Gwiazd naszych wina","The Fault in Our Stars","2014","7.5","movie","https://fwcdn.pl/fpo/18/25/681825/7586810.6.jpg"
"188","Legion samobójców","Suicide Squad","2016","6.2","movie","https://fwcdn.pl/fpo/58/16/725816/7741478.6.jpg"
"189","Lejdis",,"2008","5.9","movie","https://fwcdn.pl/fpo/99/08/439908/7181188.6.jpg"
"190","Prawo zemsty","Law Abiding Citizen","2009","7.9","movie","https://fwcdn.pl/fpo/52/02/475202/7297945.6.jpg"
"191","Joker",,"2019","8.4","movie","https://fwcdn.pl/fpo/01/67/810167/7905225.6.jpg"
"192","Mr. Nobody",,"2009","7.5","movie","https://fwcdn.pl/fpo/91/02/269102/7581329.6.jpg"
"193","Harry Potter i Zakon Feniksa","Harry Potter and the Order of the Phoenix","2007","7.5","movie","https://fwcdn.pl/fpo/30/08/113008/7166226.6.jpg"
"194","Gwiezdne wojny: Część V - Imperium kontratakuje","Star Wars: Episode V - The Empire Strikes Back","1980","8.1","movie","https://fwcdn.pl/fpo/05/25/525/7371374.6.jpg"
"195","Harry Potter i Książę Półkrwi","Harry Potter and the Half-Blood Prince","2009","7.5","movie","https://fwcdn.pl/fpo/24/02/142402/7269013.6.jpg"
"196","Rain Man",,"1988","8.0","movie","https://fwcdn.pl/fpo/10/08/1008/7521209.6.jpg"
"197","Wróg u bram","Enemy at the Gates","2001","7.9","movie","https://fwcdn.pl/fpo/54/21/5421/6926242.6.jpg"
"198","La La Land",,"2016","7.3","movie","https://fwcdn.pl/fpo/88/19/718819/7774367.6.jpg"
"199","Raport mniejszości","Minority Report","2002","7.4","movie","https://fwcdn.pl/fpo/77/38/7738/7381613.6.jpg"
"200","Wojna światów","War of the Worlds","2005","6.3","movie","https://fwcdn.pl/fpo/70/25/127025/7535957.6.jpg"
"201","Trzy billboardy za Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri","2017","7.9","movie","https://fwcdn.pl/fpo/74/06/767406/7828023.6.jpg"
"202","Ace Ventura: Psi detektyw","Ace Ventura: Pet Detective","1994","6.3","movie","https://fwcdn.pl/fpo/36/90/3690/6956720.6.jpg"
"203","Czekolada","Chocolat","2000","7.5","movie","https://fwcdn.pl/fpo/45/45/4545/7519126.6.jpg"
"204","Łowca androidów","Blade Runner","1982","7.7","movie","https://fwcdn.pl/fpo/07/34/734/7899618.6.jpg"
"205","Maska","The Mask","1994","6.8","movie","https://fwcdn.pl/fpo/75/85/7585/7712030.6.jpg"
"206","Zodiak","Zodiac","2007","7.2","movie","https://fwcdn.pl/fpo/13/45/191345/7527406.6.jpg"
"207","Las Vegas Parano","Fear and Loathing in Las Vegas","1998","7.5","movie","https://fwcdn.pl/fpo/07/72/772/7535966.6.jpg"
"208","Constantine",,"2005","7.4","movie","https://fwcdn.pl/fpo/71/01/107101/7115945.6.jpg"
"209","Podaj dalej","Pay It Forward","2000","7.6","movie","https://fwcdn.pl/fpo/15/07/1507/7531931.6.jpg"
"210","Casino Royale",,"2006","7.5","movie","https://fwcdn.pl/fpo/76/42/107642/7430162.6.jpg"
"211","Wrogowie publiczni","Public Enemies","2009","7.2","movie","https://fwcdn.pl/fpo/70/91/467091/7270276.6.jpg"
"212","Gwiezdne wojny: Część VI - Powrót Jedi","Star Wars: Episode VI - Return of the Jedi","1983","8.1","movie","https://fwcdn.pl/fpo/05/47/547/7583754.6.jpg"
"213","Oszukana","Changeling","2008","7.8","movie","https://fwcdn.pl/fpo/38/78/293878/7239133.6.jpg"
"214","Spotlight",,"2015","7.6","movie","https://fwcdn.pl/fpo/35/50/723550/7724898.6.jpg"
"215","The Social Network",,"2010","7.0","movie","https://fwcdn.pl/fpo/82/58/528258/7338461.6.jpg"
"216","Szybcy i wściekli","The Fast and the Furious","2001","7.5","movie","https://fwcdn.pl/fpo/05/88/30588/7145648.6.jpg"
"217","Harry Potter i Komnata Tajemnic","Harry Potter and the Chamber of Secrets","2002","7.4","movie","https://fwcdn.pl/fpo/23/02/32302/7565450.6.jpg"
"218","Green Book",,"2018","8.2","movie","https://fwcdn.pl/fpo/96/30/809630/7873350.6.jpg"
"219","12 małp","Twelve Monkeys","1995","7.6","movie","https://fwcdn.pl/fpo/12/10/1210/7380639.6.jpg"
